I	15161	16472	1	1	0	1	0	12
I	100339	100394	2	2	0	1	0	13
I	109447	109491	2	2	0	2	0	15
I	111261	111509	1	1	0	2	0	15
I	111708	111754	1	1	0	5	0	14
I	111972	112018	1	1	0	1	0	18
I	132694	133413	1	1	0	1	0	15
I	146749	146792	2	2	0	1	0	16
I	347707	347761	1	1	0	1	0	18
I	365597	365643	1	1	0	1	0	13
I	386337	388045	1	1	0	1	0	15
I	391807	392157	2	2	0	1	0	14
I	534570	534617	1	1	0	1	0	16
I	535850	535898	1	1	0	1	0	15
I	536307	536355	1	1	0	2	0	17
I	1016525	1016931	1	1	0	1	0	13
I	1046579	1047955	1	1	0	1	0	14
I	1157096	1157273	1	1	0	4	0	15
I	1340926	1340975	1	1	0	3	0	16
I	1341637	1342171	2	2	0	1	0	13
I	1443777	1443825	2	2	0	1	0	16
I	1833172	1833218	1	1	0	1	0	14
I	1835045	1835091	1	1	0	6	0	17
I	1835230	1835277	1	1	0	3	0	18
I	1865845	1869150	2	2	0	1	0	13
I	1911945	1913435	2	2	0	1	0	16
I	2037328	2037396	2	4	0	0	1	17
I	2037725	2037769	2	2	0	0	1	14
I	2069294	2069342	2	2	0	1	0	12
I	2069838	2070051	2	2	0	3	0	16
I	2070208	2070439	2	2	0	2	0	15
I	2128774	2134786	1	1	0	1	0	14
I	2192906	2195398	1	1	0	1	0	15
I	2303114	2303159	2	2	0	1	0	15
I	2304200	2304247	2	2	0	1	0	14
I	2397936	2399181	2	2	0	1	0	13
I	2418849	2419570	2	2	0	1	0	15
I	2487242	2488211	1	1	0	1	0	13
I	2488567	2489440	1	1	0	1	0	18
I	2622015	2622317	1	1	0	1	0	12
I	2687120	2687689	2	2	0	2	0	12
I	2733434	2735136	1	1	0	1	0	16
I	2875972	2876144	2	2	0	3	0	17
I	2881025	2882027	2	2	0	1	0	15
I	2900704	2900755	2	2	0	1	0	13
I	2902462	2902663	1	1	0	1	0	12
I	2912224	2913774	2	2	0	0	1	17
I	2930367	2931222	1	1	0	1	0	12
I	3018600	3019562	1	1	0	1	0	16
I	3028719	3030007	2	2	0	1	0	16
I	3053703	3055313	2	2	0	1	0	12
I	3160114	3160154	2	2	0	1	0	16
