I	15161	16472	1	1	0	1	0	12
I	18116	19014	2	2	0	1	0	15
I	103217	104439	2	2	0	1	0	14
I	106335	106688	2	2	0	1	0	13
I	111066	111160	1	1	0	5	0	17
I	111972	112018	1	1	0	1	0	16
I	312879	312925	2	2	0	2	0	17
I	345831	346374	2	2	0	1	0	15
I	346743	346792	2	2	0	1	0	18
I	372708	373330	2	2	0	1	0	18
I	377519	378570	2	2	0	1	0	13
I	504133	504224	2	2	0	1	0	16
I	504279	504322	2	2	0	1	0	13
I	504455	505505	2	2	0	1	0	12
I	513726	513775	2	2	0	1	0	17
I	631286	633890	2	2	0	1	0	13
I	881202	882389	2	2	0	1	0	17
I	1016525	1016931	1	1	0	1	0	12
I	1026618	1029492	2	2	0	1	0	13
I	1039173	1039214	1	1	0	1	0	14
I	1136743	1137811	2	2	0	1	0	13
I	1155708	1155747	2	2	0	1	0	13
I	1157096	1157273	1	1	0	4	0	12
I	1340926	1340975	1	1	0	1	0	15
I	1751860	1752603	1	1	0	1	0	17
I	1770070	1783691	1	1	0	1	0	16
I	1835230	1835277	1	1	0	4	0	14
I	1836054	1838158	1	1	0	1	0	17
I	2038047	2038094	2	2	0	0	1	16
I	2069294	2069342	2	2	0	3	0	16
I	2069838	2070051	2	2	0	3	0	16
I	2070208	2070439	2	2	0	2	0	14
I	2284981	2286069	2	2	0	2	0	16
I	2302975	2303026	2	2	0	1	0	13
I	2319284	2319332	2	2	0	2	0	16
I	2418849	2419570	2	2	0	1	0	15
I	2482420	2485197	2	2	0	1	0	13
I	2687974	2689085	2	2	0	1	0	17
I	2757094	2757383	2	2	0	1	0	15
I	2875972	2876144	2	2	0	5	0	17
I	2930089	2930173	1	1	0	1	0	14
I	2943204	2944075	1	1	0	1	0	17
I	3091815	3092671	2	2	0	1	0	17
I	3267224	3267271	1	1	0	1	0	18
I	3268320	3268400	1	1	0	2	0	13
I	3347016	3348132	2	2	0	1	0	12
I	3367901	3367950	2	2	0	2	0	12
I	3521585	3522307	1	1	0	1	0	15
I	3528805	3529567	2	2	0	1	0	13
I	3552163	3558097	2	2	0	1	0	14
I	3788209	3788252	1	1	0	2	0	14
I	3788419	3788468	1	1	0	3	0	17
I	3788556	3788658	1	1	0	4	0	16
I	3789582	3789627	2	2	0	1	0	13
I	3804292	3804778	2	2	0	1	0	12
I	3825366	3825760	1	1	0	1	0	17
I	3827938	3827985	1	1	0	1	0	15
I	3831308	3831347	1	1	0	1	0	17
I	3832182	3832240	1	1	0	1	0	16
I	3865532	3865580	2	2	0	1	0	12
I	3909317	3909371	1	1	0	1	0	16
I	3934189	3934258	1	1	0	0	1	12
I	3988467	3988518	1	1	0	1	0	14
I	4134858	4134904	1	1	0	2	0	14
I	4141271	4141316	1	1	0	1	0	17
I	4169541	4169610	2	2	0	0	1	12
I	4209416	4209596	2	2	0	1	0	14
I	4255538	4255588	1	1	0	1	0	13
I	4268771	4269067	2	2	0	1	0	18
I	4305557	4305603	1	1	0	1	0	18
I	4368585	4368827	1	1	0	1	0	14
I	4400331	4400376	1	1	0	1	0	14
I	4401564	4401614	1	1	0	1	0	15
I	4450417	4450477	2	2	0	1	0	13
I	4498123	4499007	1	1	0	1	0	13
I	4584061	4584108	2	2	0	6	0	13
I	4584296	4584347	2	2	0	1	0	14
I	4585222	4585442	1	1	0	1	0	16
I	4585800	4586051	1	1	0	2	0	17
I	4646389	4646440	2	2	0	2	0	12
I	4646704	4646785	2	2	0	2	0	16
I	4760734	4760782	2	2	0	1	0	16
I	4790342	4790412	1	1	0	2	0	14
I	4791409	4791454	2	2	0	1	0	15
I	4951120	4951168	2	2	0	1	0	14
I	4954784	4954970	2	2	0	1	0	16
I	5018927	5018981	2	2	0	3	0	17
I	5019891	5019940	2	2	0	2	0	17
I	5019993	5020060	2	2	0	1	0	17
I	5081153	5081204	2	2	0	1	0	13
I	5164738	5164782	2	2	0	1	0	13
I	5172274	5172322	2	2	0	1	0	14
I	5174039	5174085	2	2	0	1	0	14
I	5270169	5270209	2	2	0	1	0	13
I	5280306	5280350	2	2	0	1	0	12
I	5417216	5417938	2	2	0	1	0	13
I	5484960	5485051	2	2	0	4	0	13
I	5485303	5485380	2	2	0	1	0	15
I	5505858	5506238	2	2	0	1	0	13
I	5509003	5509048	2	2	0	1	0	13
I	5582989	5583054	1	1	0	1	0	12
I	5656193	5656256	2	2	0	1	0	18
I	5704775	5704848	1	1	0	1	0	18
I	5745272	5745318	1	1	0	1	0	16
I	5869238	5869328	2	2	0	1	0	12
I	5990122	5990167	1	1	0	1	0	13
I	6010344	6010391	2	2	0	1	0	13
I	6019802	6019852	1	1	0	1	0	18
I	6060547	6060589	2	2	0	1	0	13
I	6072850	6072984	2	2	0	1	0	17
I	6185686	6185732	1	1	0	1	0	18
I	6218185	6218229	1	1	0	1	0	17
I	6220206	6220367	2	2	0	1	0	14
I	6220549	6220595	2	2	0	1	0	17
I	6297104	6297152	1	1	0	1	0	12
I	6315343	6315436	1	1	0	1	0	17
I	6344846	6345425	1	1	0	1	0	15
I	6356087	6356139	1	1	0	1	0	17
I	6383085	6383131	1	1	0	1	0	15
I	6408770	6408811	1	1	0	1	0	17
I	6457452	6457821	2	2	0	1	0	15
I	6458291	6458345	2	2	0	1	0	15
I	6498526	6498574	1	1	0	1	0	13
I	6498863	6498908	1	1	0	1	0	15
I	6530562	6531196	2	2	0	1	0	13
I	6718415	6718459	1	1	0	1	0	13
I	6744796	6745047	2	2	0	1	0	15
I	6761875	6763262	2	2	0	1	0	17
I	6764344	6764590	2	2	0	1	0	15
I	6789233	6789437	2	4	0	1	0	13
I	6789609	6789654	2	2	0	5	0	16
I	6842809	6842962	1	1	0	1	0	15
I	6848017	6848086	1	1	0	1	0	17
I	6853099	6853227	1	1	0	1	0	15
I	6853347	6853408	1	1	0	1	0	17
I	6855462	6855509	1	1	0	1	0	15
I	6901840	6901883	2	2	0	1	0	12
I	6934887	6935318	1	1	0	1	0	17
I	6936381	6936426	1	1	0	1	0	14
I	6969339	6969446	2	2	0	1	0	17
I	7016303	7016353	2	2	0	1	0	14
I	7017745	7017790	2	2	0	1	0	17
I	7069544	7069591	1	1	0	1	0	12
I	7080565	7080640	2	2	0	2	0	16
I	7080958	7081349	2	2	0	1	0	12
I	7153080	7153163	2	2	0	1	0	17
I	7189723	7189770	1	1	0	1	0	13
I	7192086	7192924	2	2	0	1	0	15
I	7235573	7235618	1	1	0	1	0	12
I	7237809	7237854	1	1	0	1	0	15
I	7245464	7245508	1	1	0	5	0	15
I	7305515	7305561	1	1	0	1	0	18
I	7349877	7349975	1	1	0	1	0	13
