I	5297	6036	2	2	0	1	0	17
I	11690	14950	1	1	0	1	0	12
I	380129	380182	2	2	0	1	0	12
I	380922	380970	2	2	0	1	0	13
I	538912	539452	1	1	0	1	0	17
I	541286	541343	1	1	0	1	0	16
I	1016525	1016931	1	1	0	2	0	14
I	1088600	1088915	1	1	0	1	0	15
I	1157096	1157273	1	1	0	5	0	16
I	1448008	1448084	1	1	0	1	0	13
I	1522459	1524297	1	1	0	1	0	13
I	1668854	1669486	1	1	0	1	0	15
I	1725439	1726665	1	1	0	1	0	16
I	1813267	1813426	1	1	0	1	0	15
I	1835230	1835277	1	1	0	1	0	15
I	1935006	1941130	1	1	0	1	0	18
I	2070208	2070439	2	2	0	1	0	13
I	2071941	2071989	1	1	0	1	0	16
I	2192906	2195398	1	1	0	1	0	14
I	2234241	2234296	2	2	0	1	0	16
I	2418849	2419570	2	2	0	1	0	12
I	2420039	2420298	2	2	0	1	0	18
I	2668260	2668407	1	1	0	1	0	16
I	2687120	2687689	2	2	0	1	0	13
I	2689211	2689269	2	2	0	1	0	14
I	2700603	2700883	1	1	0	1	0	14
I	2701682	2701729	1	1	0	0	3	17
I	2784763	2784813	2	2	0	0	3	15
I	2785476	2785594	2	2	0	1	0	17
I	2787369	2787416	1	1	0	0	3	15
I	2794382	2794646	1	1	0	2	0	15
I	2810588	2810973	1	1	0	1	0	13
I	2813748	2814133	1	1	0	1	0	14
I	2854141	2854190	2	2	0	1	0	17
I	2854404	2854451	2	2	0	0	3	17
I	2875972	2876144	2	2	0	2	0	17
I	2877353	2877403	1	1	0	1	0	14
I	2895840	2895901	2	2	0	1	0	16
I	2928650	2928705	1	1	0	1	0	13
I	2984980	2985097	2	2	0	1	0	17
I	3161694	3161738	2	2	0	1	0	17
I	3196736	3198031	2	2	0	1	0	17
I	3214312	3215312	1	1	0	1	0	13
I	3329037	3329839	2	2	0	1	0	18
I	3340756	3342217	2	2	0	1	0	17
I	3356168	3356215	1	1	0	1	0	17
I	3528353	3528572	2	2	0	1	0	15
I	3680795	3680842	2	2	0	1	0	17
I	3693277	3693325	2	2	0	1	0	13
I	3756733	3757197	2	2	0	1	0	16
I	3788209	3788252	1	1	0	1	0	17
I	3788556	3788658	1	1	0	1	0	12
I	3810110	3810662	2	2	0	1	0	18
I	3827938	3827985	1	1	0	1	0	17
I	3838458	3838503	2	2	0	0	1	12
I	3863258	3863307	2	2	0	1	0	17
